연번,분야,행사유형,분야 및 행사유형,지역,제목,출처,행사시작일,행사종료일,등록일
2030,인력,교육,인력 > 교육,경기도,2020년 8월 최정예 정보보호 전문인력 양성사업 교육 안내,한국인터넷진흥원,2020-08-04,2020-09-04,2020-07-07
2031,인력,사업설명회,인력 > 사업설명회,제주특별자치도,[제주] 2020년 2차 (예비)사회적기업 재정지원사업 설명회 개최,제주사회적경제네트워크,2020-07-16,2020-07-16,2020-07-07
2032,수출,교육,수출 > 교육,전라남도,농식품 수출기업 대상 농식품 FTA 활용 교육 안내,전라남도 중소기업진흥원,2020-07-06,2020-12-31,2020-07-07
2033,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,홍콩무역발전국(HKTDC) 홍콩비즈니스 온라인 세미나 안내,중소기업융합중앙회,2020-07-14,2020-07-14,2020-07-07
2034,기술,교육,기술 > 교육,대구광역시,[대구] 엔지니어링 제조 기술(HyperMILL-5축 CAM) 교육 안내,첨단정보통신융합산업기술원,2020-07-21,2020-07-24,2020-07-07
2035,경영,기타,경영 > 기타,서울특별시,지식재산 도전! 탑랭커 제1회 토크콘서스 개최 안내,한국특허전략개발원,2020-07-08,2020-07-08,2020-07-06
2036,인력,교육,인력 > 교육,경기도,평택항 고급물류인력 양성을 위한 교육 안내,경기평택항만공사,2020-07-06,2020-11-30,2020-07-06
2037,기술,사업설명회,기술 > 사업설명회,부산광역시,다목적 해상실증 플랫폼 구축사업 사업설명회 개최 안내,한국조선해양기자재연구원,2020-07-07,2020-07-07,2020-07-06
2038,창업,교육,창업 > 교육,경기도,[경기] 2020년 9기 게임아카데미 스타트업과정 교육 실시,경기콘텐츠진흥원,2020-07-13,2020-11-27,2020-07-06
2039,내수,전시/박람회,내수 > 전시/박람회,서울특별시,2020년 대한민국 마케팅 박람회 개최 안내,한국환경산업기술원,2020-07-10,2020-07-12,2020-07-06
2040,인력,교육,인력 > 교육,경상남도,2020년 3차 지역거점 인공지능 교육운영사업 인공지능 교육 실시,경남테크노파크,2020-08-03,2020-08-28,2020-07-06
2041,창업,교육,창업 > 교육,서울특별시,2020년 실전창업교육 3기 연계 여성과학기술인 창업교육 안내,한국여성과학기술인지원센터,2020-08-01,2020-11-30,2020-07-06
2042,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,"2020년 캄보디아, 인도네시아 진출기업 인사노무관리(HRM) 온라인 세미나 개최",노사발전재단,2020-07-16,2020-07-16,2020-07-06
2043,인력,교육,인력 > 교육,서울특별시,2020년 7월 온라인 YES FTA 전문교육 안내,YES FTA 교육지원센터,2020-07-01,2020-12-31,2020-07-06
2044,인력,교육,인력 > 교육,경기도,[경기] 평택시 2020년 7월 YES FTA 전문교육 안내,YES FTA 교육지원센터,2020-07-15,2020-07-29,2020-07-06
2045,경영,교육,경영 > 교육,충청북도,"[충북] 2020년 7월 무료 변리(특허, 상표, 디자인)상담 안내",청주상공회의소,2020-07-17,2020-07-17,2020-07-06
2046,인력,교육,인력 > 교육,광주광역시,[광주] 2020년 7월 YES FTA 전문교육 안내,YES FTA 교육지원센터,2020-07-09,2020-07-14,2020-07-06
2047,인력,교육,인력 > 교육,대구광역시,[대구] 2020년 7월 YES FTA 전문교육 안내,YES FTA 교육지원센터,2020-07-13,2020-07-20,2020-07-06
2048,인력,교육,인력 > 교육,부산광역시,[부산] 2020년 7월 YES FTA 전문교육 안내,YES FTA 교육지원센터,2020-07-03,2020-07-29,2020-07-06
2049,인력,교육,인력 > 교육,인천광역시,[인천] 2020년 7월 YES FTA 전문교육 안내,YES FTA 교육지원센터,2020-07-08,2020-07-30,2020-07-06
2050,인력,교육,인력 > 교육,서울특별시,[서울] 2020년 7월 YES FTA 전문교육 안내,YES FTA 교육지원센터,2020-07-03,2020-07-30,2020-07-06
2051,제도,사업설명회,제도 > 사업설명회,제주특별자치도,[제주] 2020년 제2차 (예비)사회적기업 인지정 설명회 개최 안내,제주사회적경제네트워크,2020-07-14,2020-07-14,2020-07-03
2052,경영,사업설명회,경영 > 사업설명회,전라북도,2020년 전북글로벌게임센터 게임콘텐츠 상용화 지원사업 설명회 개최 안내,전라북도문화콘텐츠사업진흥원,2020-07-10,2020-07-10,2020-07-03
2053,기술,세미나/포럼,기술 > 세미나/포럼,서울특별시,제16회 블록체인 TechBiz 컨퍼런스 개최 안내,한국인터넷진흥원,2020-07-09,2020-07-09,2020-07-03
2054,기술,세미나/포럼,기술 > 세미나/포럼,충청남도,[충남] 2차 부품분야 전문기업 애로기술 청취 및 해결방안 마련을 위한 세미나 개최 안내,한국생산기술연구원,2020-07-08,2020-07-08,2020-07-03
2055,창업,교육,창업 > 교육,경기도,[경기] 고양시 2020년 제1기 사회적경제 심화과정 교육 안내,고양시사회적경제지원센터,2020-07-07,2020-07-21,2020-07-03
2056,인력,교육,인력 > 교육,충청남도,2020년 동남아 이커머스 진출 지원사업 실습교육 안내,충남창조경제혁신센터,2020-06-23,2020-07-10,2020-07-03
2057,경영,사업설명회,경영 > 사업설명회,서울특별시,국민 디지털 역량 강화 추경사업 사업자 대상 설명회 개최 안내,한국정보화진흥원,2020-07-03,2020-07-03,2020-07-03
2058,기술,전시/박람회,기술 > 전시/박람회,서울특별시,2020년 공공기술이전 사업화 로드쇼 개최,한국특허전략개발원,2020-07-23,2020-07-23,2020-07-03
2059,인력,사업설명회,인력 > 사업설명회,울산광역시,[울산] 2020년 하반기 지역형 예비사회적기업 지정 설명회 안내,울산사회적경제지원센터,2020-07-02,2020-07-07,2020-07-03
2060,인력,세미나/포럼,인력 > 세미나/포럼,대구광역시,대구테크노파크 미래형자동차 HMI의 이슈와 평가 기술’ 온라인 세미나 개최,대구테크노파크,2020-07-16,2020-07-16,2020-07-03
2061,인력,교육,인력 > 교육,서울특별시,제9회 정보보호의 날 기념식 & 정보보호 컨퍼런스 개최,과학기술정보통신부,2020-07-08,2020-07-08,2020-07-03
2062,인력,교육,인력 > 교육,서울특별시,2020년 TUTOR:D 창업아카데미 안내,서울창업디딤터,2020-07-17,2020-07-17,2020-07-03
2063,인력,교육,인력 > 교육,서울특별시,2020년 TUTOR:D 창업멘토링데이 안내,서울창업디딤터,2020-07-15,2020-07-16,2020-07-03
2064,인력,사업설명회,인력 > 사업설명회,경상북도,[경북] 2020년 경상북도 마을기업 권역별 설명회 및 찾아가는 설명회 개최,경주시,2020-07-16,2020-07-17,2020-07-03
2065,인력,교육,인력 > 교육,서울특별시,2020년 청년맞춤형 훈련사업 우수 스마트제조 기업 아카데미 안내,한국산업기술협회,2020-08-24,2020-12-29,2020-07-02
2066,인력,교육,인력 > 교육,서울특별시,전파이용 산업분야 중소벤처기업 재직 전문가 양성 과정(스마트제조) 교육 안내,한국전파진흥협회,2020-07-06,2020-07-23,2020-07-02
2067,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,뉴노멀 시대의 아세안 시장환경 및 비즈니스 기회 세미나 개최 안내,한국무역협회,2020-07-13,2020-07-13,2020-07-02
2068,창업,세미나/포럼,창업 > 세미나/포럼,서울특별시,"포스트코로나, Digital Transformation AI 스타트업 IR 개최 안내",한국무역협회,2020-07-15,2020-07-15,2020-07-02
2069,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,제9회 정보보호의 날 기념식ㆍ정보보호 컨퍼런스 개최 안내,한국인터넷진흥원,2020-07-08,2020-07-08,2020-07-02
2070,수출,사업설명회,수출 > 사업설명회,서울특별시,대이란 인도적 교역 확대 기업설명회 개최 안내,한국보건산업진흥원,2020-07-06,2020-07-06,2020-07-02
2071,경영,교육,경영 > 교육,충청남도,[충청권] 1차 중소제조기업 최고CEO 3D프린팅 경영혁신 교육 행사 개최,정보통신산업진흥원,2020-07-14,2020-07-14,2020-07-02
2072,수출,수출상담회,수출 > 수출상담회,경기도,2020년 해외 온라인 플랫폼 수출역량 강화 교육 안내,한국무역협회,2020-07-07,2020-07-07,2020-07-02
2073,기술,사업설명회,기술 > 사업설명회,서울특별시,USMCA 자동차부품 원산지규정 설명회 개최,한국무역협회,2020-07-22,2020-07-22,2020-07-02
2074,인력,교육,인력 > 교육,경기도,2020년 하반기 농식품마케팅대학 교육생 모집안내,한국농수산식품유통공사,2020-07-28,2020-12-17,2020-07-02
2075,인력,교육,인력 > 교육,서울특별시,2020년 무역전문 청년인력 채용박람회 개최,비즈오케이,2020-08-19,2020-08-19,2020-07-02
2076,인력,교육,인력 > 교육,서울특별시,2020년 크포 스타터 스쿨 교육 참가자 모집 안내,서울산업진흥원,2020-07-15,2020-07-15,2020-07-02
2077,인력,세미나/포럼,인력 > 세미나/포럼,부산광역시,[부산] 제234차 부산경제포럼 개최,부산상공회의소,2020-07-15,2020-07-15,2020-07-02
2078,수출,수출상담회,수출 > 수출상담회,대구광역시,[대구] 미래자동차 베이징 화상상담회,KOTRA,2020-07-01,2020-07-10,2020-07-02
2079,인력,교육,인력 > 교육,대구광역시,[대구] 2020년 2차 스마트공장 도입(희망)기업 담당자 교육 안내,대구테크노파크,2020-07-10,2020-07-10,2020-07-02
2080,인력,교육,인력 > 교육,전라남도,제24회 농림식품산업 미래성장포럼 개최,농림식품기술기획평가원,2020-07-08,2020-07-08,2020-07-02
2081,수출,사업설명회,수출 > 사업설명회,부산광역시,[부산] 사회적경제기업 수출마케팅 지원사업 설명회,부산광역시 사회적경제지원센터,2020-07-03,2020-07-03,2020-07-01
2082,수출,수출상담회,수출 > 수출상담회,서울특별시,일본 Colopl Nextㆍ국내 테크 스타트업 온라인 1:1 밋업 개최 안내,한국무역협회,2020-07-22,2020-07-22,2020-07-01
2083,창업,교육,창업 > 교육,경기도,[경기] 비즈니스 커뮤니케이션 skill-up 2기 교육 안내,경기도스타트업플랫폼,2020-07-24,2020-08-25,2020-07-01
2084,수출,수출상담회,수출 > 수출상담회,인천광역시,인천KOTRA지원단 CIS 유통망 입점 설명회 개최 안내,인천시비즈오케이,2020-07-21,2020-07-23,2020-07-01
2085,수출,사업설명회,수출 > 사업설명회,서울특별시,2020년 알리바바그룹 티몰글로벌 입점 설명회 개최 안내,KOTRA,2020-07-09,2020-07-09,2020-07-01
2086,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,한-프랑스 코로나19 대응 웨비나(웹세미나) 개최 안내,한국무역협회,2020-07-08,2020-07-08,2020-07-01
2087,수출,교육,수출 > 교육,경상북도,[경북] FTA원산지사후검증 대응 교육 개최 안내,FTA,2020-07-07,2020-07-07,2020-07-01
2088,인력,교육,인력 > 교육,경기도,한일산업기술협력재단 2020년 온라인 기술인재양성 교육 안내,한일산업기술협력재단,2020-08-18,2020-08-28,2020-07-01
2089,경영,교육,경영 > 교육,울산광역시,[울산] 2020년 (예비)사회적기업 기초 교육 안내,울산사회적경제지원센터,2020-07-06,2020-07-10,2020-06-30
2090,인력,교육,인력 > 교육,대구광역시,스마트폰으로 즐기는 내 손안의 3D스캐닝ㆍCATIA V5 basic 교육 안내,첨단정보통신융합산업기술원,2020-07-14,2020-07-23,2020-06-30
2091,인력,교육,인력 > 교육,제주특별자치도,[제주] 2020년 지역특화스토리 육성 지원사업 스토리창작 아카데미 온라인 교육 실시,제주영상ㆍ문화산업진흥원,2020-07-13,2020-07-24,2020-06-30
2092,수출,교육,수출 > 교육,대구광역시,2020년 하반기 무역실무 아카데미 개최,대구ㆍ경북중소벤처기업청,2020-06-17,2020-11-04,2020-06-30
2093,인력,교육,인력 > 교육,경기도,[경기] 2020년 GO! LIVE 1인 크리에이터 교육 안내,경기문화창조허브,2020-07-23,2020-09-10,2020-06-30
2094,경영,교육,경영 > 교육,서울특별시,2020년 7월 창업보육센터 연계 맞춤형 지식재산 교육 안내,한국발명진흥회,2020-07-15,2020-07-23,2020-06-30
2095,창업,교육,창업 > 교육,경상남도,[경남] 김해시 중장년 기술창업센터 실전창업교육 안내,김해산업진흥의생명융합재단,2020-08-24,2020-09-25,2020-06-30
2096,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,제2회 대한상공회의소 CEO Insights 개최 안내,대한상공회의소,2020-07-02,2020-07-02,2020-06-30
2097,경영,세미나/포럼,경영 > 세미나/포럼,대구광역시,[대구] 2020년 지역SW기업 성장지원사업 SW기업 기획역량 강화 세미나 개최 안내,대구디지털산업진흥원,2020-07-21,2020-08-11,2020-06-29
2098,경영,세미나/포럼,경영 > 세미나/포럼,인천광역시,[인천] 2020년 정보보호 컨퍼런스 개최(웨비나) 안내,인천테크노파크,2020-07-10,2020-07-10,2020-06-29
2099,경영,사업설명회,경영 > 사업설명회,대구광역시,[대구] 2020년 7월 협동조합 정기 설립설명회 개최,커뮤니티와 경제,2020-07-07,2020-07-21,2020-06-29
2100,인력,교육,인력 > 교육,제주특별자치도,[제주] 식품제조 경영혁신 역량강화 교육 안내,제주테크노파크,2020-07-06,2020-07-08,2020-06-29
2101,인력,교육,인력 > 교육,광주광역시,[광주] 제2차 고용전문가 아카데미 5기 교육 안내,광주상공회의소,2020-07-09,2020-07-09,2020-06-29
2102,인력,교육,인력 > 교육,전라북도,[전북] 스마트농생명 기반 기능성 소재 전문기술인력 양성 교육 실시,군산대학교,2020-07-20,2020-07-31,2020-06-29
2103,기술,사업설명회,기술 > 사업설명회,부산광역시,2020년 지역 융복합 스포츠산업 거점 육성사업 설명회 개최 안내,경남테크노파크,2020-07-01,2020-07-01,2020-06-29
2104,인력,교육,인력 > 교육,대구광역시,대구정보보호지원센터 개인정보보호 인식 제고 세미나 개최 안내,대구테크노파크,2020-07-02,2020-07-02,2020-06-29
2105,수출,수출상담회,수출 > 수출상담회,서울특별시,2020년 온라인 UN 조달 플라자 설명회 및 상담회 개최 안내,KOTRA,2020-07-13,2020-07-17,2020-06-29
2106,인력,교육,인력 > 교육,서울특별시,2020년 7월 스마트제조 분야 현장직무 향상을 위한 KITA 1day 교육 실시,한국산업기술협회,2020-07-04,2020-12-14,2020-06-29
2107,인력,교육,인력 > 교육,인천광역시,[인천] 알기 쉬운 한ㆍ중 FTA 활용을 위한 원산지관리 실무교육 안내,인천상공회의소,2020-07-07,2020-07-07,2020-06-29
2108,경영,세미나/포럼,경영 > 세미나/포럼,인천광역시,"인천 경제 현안(포스트코로나, 인천 경제 어디로 가야하나) 토론회 개최 안내",인천상공회의소,2020-07-02,2020-07-02,2020-06-29
2109,경영,세미나/포럼,경영 > 세미나/포럼,울산광역시,[울산] 제163차 울산경제포럼 개최 안내,대한상공회의소,2020-08-13,2020-08-13,2020-06-29
2110,창업,교육,창업 > 교육,부산광역시,2020년 제12기 기술창업 인큐베이팅 사업 창업기본교육 안내,부산창업지원센터,2020-07-09,2020-07-16,2020-06-29
2111,동반성장,세미나/포럼,동반성장 > 세미나/포럼,울산광역시,[울산] 제4회 혁신성장투어 대ㆍ중소기업 상생협력 구매상담회 개최 안내,울산광역시중소기업협회,2020-07-14,2020-07-14,2020-06-29
2112,기술,사업설명회,기술 > 사업설명회,광주광역시,[광주] 2020년 지역주력사업 기업지원사업 통합 사업설명회 개최 안내,광주테크노파크,2020-07-01,2020-07-01,2020-06-26
2113,경영,교육,경영 > 교육,충청남도,[충남] 제 4차ㆍ5차 수출단계별 맞춤형 FTA활용 종합실무교육 안내,충남경제진흥원,2020-07-07,2020-07-14,2020-06-26
2114,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2020년 2차 국제규격 가이드라인 온라인 기술세미나 개최,의료기기산업 종합정보시스템,2020-06-29,2020-06-29,2020-06-26
2115,인력,교육,인력 > 교육,전라남도,"[전남] 2020년 제1차 중소기업 경영역량 강화(포스트 코로나, 비대면 마케팅의 이해 및 실무)교육 안내",전남중소기업진흥원,2020-07-15,2020-07-15,2020-06-26
2116,경영,교육,경영 > 교육,충청북도,[충북] 2020년 2차 마을기업 설립 전 교육 실시,충청북도기업진흥원,2020-07-29,2020-07-29,2020-06-26
2117,경영,기타,경영 > 기타,서울특별시,2020년 사회적경제 온라인 특별전 개최 안내,한국사회적기업진흥원,2020-07-03,2020-07-03,2020-06-26
2118,경영,교육,경영 > 교육,대전광역시,[대전] 2020년 소공인 특화교육 일정 변경 안내,대전경제통상진흥원,2020-07-01,2020-07-09,2020-06-26
2119,인력,교육,인력 > 교육,전라남도,의료기기 시험검사기관 연구장비 및 GLP 교육 안내,전남대학교 생체의료시험연구센터,2020-06-30,2020-06-30,2020-06-26
2120,인력,교육,인력 > 교육,인천광역시,[인천] 2020년 7월 사무관리분야 교육훈련과정 안내,인천상공회의소,2020-07-07,2020-07-16,2020-06-25
2121,창업,교육,창업 > 교육,강원도,2020년 (사회적)협동조합 설립 전 교육 안내,강원도사회적경제지원센터,2020-06-29,2020-10-30,2020-06-25
2122,인력,교육,인력 > 교육,대구광역시,[대구] 빅데이터 활용 실습 교육 기본과정 안내,대구디지털산업진흥원,2020-06-30,2020-07-01,2020-06-25
2123,창업,교육,창업 > 교육,강원도,[강원] 원주시 2020년 IP(지식재산) 디딤돌 프로그램 창업존 27기 교육 안내,강원도경제진흥원,2020-07-03,2020-07-31,2020-06-25
2124,창업,교육,창업 > 교육,강원도,[강원] 춘천시 2020년 IP(지식재산) 디딤돌 프로그램 창업존 28기 교육 안내,강원도경제진흥원,2020-07-08,2020-08-05,2020-06-25
2125,경영,교육,경영 > 교육,서울특별시,2020년 1차 스마트공장 재직자 장기심화과정 교육 실시,전북테크노파크,2020-07-01,2020-08-31,2020-06-25
2126,인력,교육,인력 > 교육,대구광역시,[대경권] 인공지능 아카데미 1기 교육 안내,첨단정보통신융합산업기술원,2020-07-06,2020-08-28,2020-06-25
2127,창업,교육,창업 > 교육,광주광역시,[광주ㆍ전남ㆍ제주] 2020년 소상공인 협업 아카데미 교육 안내,사회적협동조합살림,2020-06-25,2020-12-31,2020-06-25
2128,경영,교육,경영 > 교육,울산광역시,[울산] 2020년 마을기업 설립 교육(18기 아카데미) 실시,울산광역시,2020-07-13,2020-07-16,2020-06-25
2129,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2020년 제6회 벤처인사이트포럼 개최 재안내,벤처기업협회,2020-07-09,2020-07-09,2020-06-25
2130,인력,교육,인력 > 교육,서울특별시,"2020년 엔지니어링SW(CAE, BIM) 활용교육 안내",한국생산성기술연구원,2020-07-15,2020-10-13,2020-06-25
2131,기술,세미나/포럼,기술 > 세미나/포럼,충청북도,[충북] 시스템반도체 후공정 기술혁신 포럼 개최 안내,충북과학기술혁신원,2020-07-02,2020-07-02,2020-06-25
2132,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,2020년 SW 해외진출 협의체-SW 해외진출 기업 사례공유(비대면 솔루션 중심)세미나 개최,한국IT서비스산업협회,2020-07-14,2020-07-14,2020-06-25
2133,인력,교육,인력 > 교육,대구광역시,[대구] 2020년 대구 청년 소셜벤처 육성사업 소셜벤처 아카데미(SOCIAL NEST) 안내,대구창조경제혁신센터,2020-07-23,2020-08-27,2020-06-25
2134,수출,수출상담회,수출 > 수출상담회,인천광역시,[인천] 2020년 소비재 수출도약 주간 화상상담회 개최 안내,인천광역시 비즈오케이,2020-07-20,2020-07-31,2020-06-25
2135,인력,교육,인력 > 교육,인천광역시,[인천] 인천디자인교육센터 7월 재직자ㆍ대표자 무료 디자인교육 안내,인천테크노파크,2020-07-13,2020-07-30,2020-06-25
2136,인력,교육,인력 > 교육,경상남도,[경남] 진주시 바이오분야 유튜브(온라인 마케팅) 컨텐츠 제작 교육 안내,진주바이오산업진흥원,2020-07-02,2020-07-30,2020-06-25
2137,경영,교육,경영 > 교육,광주광역시,[광주] ACBC 제1기 투자IR 교육 실시,광주정보문화산업진흥원,2020-07-08,2020-07-08,2020-06-25
2138,인력,교육,인력 > 교육,서울특별시,2020년 7월 정부지원사업 관련 R&D 기획 교육 안내,중소기업기술개발종합관리시스템,2020-07-08,2020-07-27,2020-06-25
2139,인력,교육,인력 > 교육,경기도,2020년 7월 최정예 정보보호 전문인력 양성사업 교육 안내,한국인터넷진흥원,2020-07-01,2020-07-30,2020-06-25
2140,기술,세미나/포럼,기술 > 세미나/포럼,강원도,디지털 헬스케어 산업 활성화를 위한 의료 데이터 기반 생명과학산업 포럼 개최 안내,한국산업기술시험원,2020-06-29,2020-06-29,2020-06-25
2141,경영,교육,경영 > 교육,경상남도,[경남] 2020년 사회적경제 소공인양성지원 교육 실시,경상남도,2020-07-07,2020-07-08,2020-06-25
2142,인력,교육,인력 > 교육,광주광역시,2020년 1차 스마트공장 재직자 장기심화과정 교육 안내,광주테크노파크,2020-06-10,2020-09-30,2020-06-24
2143,인력,교육,인력 > 교육,경기도,[경기] 안산시 7월 근로시간제도 제대로 알고 활용하기(핵심직무능력향상) 교육 안내,대한상공회의소,2020-07-16,2020-07-16,2020-06-24
2144,인력,교육,인력 > 교육,경기도,[경기] 안산시 7월 문제해결을 위한 논리적 사고의 기술(핵심직무능력향상) 교육 안내,대한상공회의소,2020-07-23,2020-07-23,2020-06-24
2145,수출,사업설명회,수출 > 사업설명회,부산광역시,[부산] 사회적경제기업 수출마케팅 지원사업 설명회 개최 안내,부산사회적경제지원센터,2020-07-03,2020-07-03,2020-06-24
2146,인력,교육,인력 > 교육,부산광역시,[부산] 소상공인협동조합 찾아가는 교육 안내,사회적기업연구원,2020-06-23,2020-11-30,2020-06-24
2147,수출,교육,수출 > 교육,충청북도,[충북] 2020년 제3기 Shopee활용 ASEAN 진출전략과정 교육 안내,충북글로벌마케팅시스템,2020-07-09,2020-07-09,2020-06-24
2148,인력,교육,인력 > 교육,서울특별시,2020년 제1차 사업자 대상 위치정보 보호 온라인 교육 안내,한국인터넷진흥원,2020-07-17,2020-07-17,2020-06-24
2149,인력,교육,인력 > 교육,전라북도,[전북] 농생명 ICT융복합 인력양성사업 추가 교육 안내,전자부품연구원,2020-07-06,2020-08-31,2020-06-24
2150,창업,교육,창업 > 교육,전라북도,[전북] 농생명 ICT융복합 창업지원사업 추가교육 안내,전자부품연구원,2020-07-13,2020-08-04,2020-06-24
2151,수출,세미나/포럼,수출 > 세미나/포럼,대구광역시,[대구] 2020년 1차 지역 SW기업 글로벌 진출 역량강화 세미나 개최 안내,대구디지털산업진흥원,2020-06-24,2020-06-24,2020-06-23
2152,기술,세미나/포럼,기술 > 세미나/포럼,광주광역시,"포스트 코로나, 중소벤처기업 스마트 제조혁신 전략 세미나 개최 안내",광주테크노파크,2020-07-06,2020-07-06,2020-06-23
2153,경영,교육,경영 > 교육,경기도,[경기] 2020년 FTA수출역량 강화 교육 안내,경기중소기업종합정보시스템,2020-07-14,2020-07-29,2020-06-23
2154,인력,교육,인력 > 교육,대구광역시,[대구] 2020년 FTA Korea 원산지관리시스템 활용 실습 교육 안내,대구상공회의소,2020-07-10,2020-07-10,2020-06-23
2155,경영,사업설명회,경영 > 사업설명회,서울특별시,[서울] 사회적경제 분야별 온라인 간담회 솔루션 스쿨 개최,서울시 사회적경제지원센터,2020-06-25,2020-06-26,2020-06-23
2156,경영,교육,경영 > 교육,제주특별자치도,[제주] 2020년 청정헬스푸드산업 CEO경영자 리더십 역량강화 교육 안내,제주테크노파크,2020-07-01,2020-07-03,2020-06-23
2157,수출,사업설명회,수출 > 사업설명회,서울특별시,포스트 코로나 시대 신남방 진출전략 웨비나 개최,해외건설종합정보서비스,2020-06-25,2020-06-25,2020-06-23
2158,창업,교육,창업 > 교육,강원도,[강원] 2020년 투자 IR Scale-Up 프로그램 교육 안내,창조경제혁신센터,2020-07-03,2020-07-11,2020-06-23
2159,경영,교육,경영 > 교육,부산광역시,[부산] 2020년 제3차 IoT 리빙랩 교육 실시,창조경제혁신센터,2020-06-25,2020-06-25,2020-06-23
2160,수출,교육,수출 > 교육,충청남도,[충남] 2020년 3차 FTA활용 실무 교육 안내,충청남도경제진흥원,2020-07-02,2020-07-02,2020-06-23
2161,경영,교육,경영 > 교육,충청북도,[충북] 2020년 1차 경영자문상담회 개최,충청북도기업진흥원,2020-07-08,2020-07-08,2020-06-23
2162,경영,교육,경영 > 교육,충청북도,[충북] VRAR기반 콘텐츠제작 프로그램 교육 안내,충북과학기술혁신원,2020-07-15,2020-07-31,2020-06-23
2163,인력,교육,인력 > 교육,경상남도,2020년 하반기 모노즈쿠리 현장개선 실습 교육 안내,한일산업기술협력재단,2020-07-15,2020-09-30,2020-06-22
2164,인력,교육,인력 > 교육,인천광역시,[인천] 원산지관리 시스템을 활용한 FTA 실무교육 안내,인천상공회의소,2020-07-01,2020-07-01,2020-06-22
2165,제도,사업설명회,제도 > 사업설명회,경상북도,[경북] 2020년 영덕군 찾아가는 사회적경제 설명회 개최 안내,경북사회적기업지원센터,2020-07-10,2020-07-10,2020-06-22
2166,기술,세미나/포럼,기술 > 세미나/포럼,충청북도,시스템반도체 후공정 기술혁신 포럼 개최합니다.,충북과학기술혁신원,2020-07-02,2020-07-02,2020-06-22
2167,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,한-EU 비즈니스 컨퍼런스 개최 안내,대한상공회의소,2020-07-02,2020-07-02,2020-06-22
2168,인력,교육,인력 > 교육,전라남도,2020년 스마트팜 청년창업 보육센터 교육 안내,목포시,2020-09-01,2022-04-30,2020-06-22
2169,내수,전시/박람회,내수 > 전시/박람회,부산광역시,제6회 대한민국 대표 특산물 직거래 박람회 개최,목포시,2020-07-02,2020-07-05,2020-06-22
2170,창업,세미나/포럼,창업 > 세미나/포럼,서울특별시,"2020년 예비창업패키지 ""우리 주변의 소셜벤처 이야기"" 컨퍼런스 안내",벤처기업협회,2020-06-24,2020-06-24,2020-06-22
2171,인력,전시/박람회,인력 > 전시/박람회,서울특별시,2020년 수도권 혁신기업 온라인 채용박람회 개최,서울지방중소벤처기업청,2020-07-01,2020-07-31,2020-06-22
2172,금융,사업설명회,금융 > 사업설명회,충청남도,[충남] 2020년 크라우드펀딩을 통한 자금조달 설명회 개최,창조경제혁신센터,2020-06-29,2020-06-29,2020-06-22
2173,경영,교육,경영 > 교육,강원도,최신 의료기기 품질관리 국제기준 도입을 위한 기술지원 사업 온라인 교육 실시,원주의료기기테크노벨리,2020-06-29,2020-06-29,2020-06-22
2174,경영,세미나/포럼,경영 > 세미나/포럼,서울특별시,2020년 13회 사회적경제 정책포럼 안내,사회적기업SEIS통합정보시스템,2020-07-01,2020-07-01,2020-06-22
2175,인력,교육,인력 > 교육,서울특별시,2020년 장애인기업 CEO MBA 교육생 모집 공고,한국장애경제인협회 대구경북지회,2020-06-11,2020-06-30,2020-06-22
2176,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,미국 대형 유통망 활용 중남부 韓식품 진출 지원사업 행사 개최 안내,대한무역투자진흥공사,2020-09-30,2020-09-30,2020-06-19
2177,기술,교육,기술 > 교육,부산광역시,문화 빅데이터 플랫폼의 이해 교육 개최 안내,부산정보산업진흥원,2020-07-01,2020-07-03,2020-06-19
2178,경영,교육,경영 > 교육,울산광역시,[울산] 하반기 재정지원사업 준비를 위한 사회적가치지표(SVI) 활용 및 작성교육 안내,울산사회적경제지원센터,2020-07-01,2020-07-01,2020-06-19
2179,수출,세미나/포럼,수출 > 세미나/포럼,서울특별시,코로나19 방역제품 수출을 위한 온라인 세미나 개최 안내,FTA종합지원센터,2020-06-23,2020-06-24,2020-06-19
2180,기술,교육,기술 > 교육,서울특별시,러시아 최대 IT기업 얀덱스와의 온라인 Meet-up 안내,한국무역협회,2020-07-10,2020-07-10,2020-06-19
2181,기술,교육,기술 > 교육,서울특별시,2020년 소프트웨어 개발보안 교육 안내,한국인터넷진흥원,2020-06-19,2020-09-30,2020-06-19
2182,창업,교육,창업 > 교육,경상북도,[경북] 북부권 청년창업지원사업 농ㆍ식품 창업 성공 DNA과정 교육 안내,경상북도,2020-08-18,2020-11-30,2020-06-18
2183,수출,교육,수출 > 교육,충청북도,[충북] 2020년 2기 통상아카데미 해외마케팅과정 안내,한국무역협회,2020-07-01,2020-07-02,2020-06-18
